translation,book,chapter,verse,text
NIV2011,38,10,4,"Or <em>ruler, all of them together. / </em>5 <em>They</em>"
NIV2011,38,12,10,Or <em>the Spirit</em>
NIV2011,38,12,10,Or <em>to</em>
NIV2011,38,13,5,Or <em>farmer; a man sold me in my youth</em>
NIV2011,38,13,6,Or <em>wounds between your hands</em>
NIV2011,38,14,5,Or 5 <em>My mountain valley will be blocked and will extend to Azel. It will be blocked as it was blocked because of the earthquake</em>
NIV2011,38,14,18,"Or <em>part, then the LORD</em>"
NIV2011,38,14,21,Or <em>merchant</em>
NIV2011,39,1,1,<em>Malachi </em>means <em>my messenger.</em>
NIV2011,39,2,3,Or <em>will blight your grain</em>
NIV2011,39,2,10,Or <em>father</em>
NIV2011,39,2,12,Or 12 <em>May the LORD remove from the tents of Jacob anyone who gives testimony in behalf of the man who does this</em>
NIV2011,39,2,15,The meaning of the Hebrew for the first part of this verse is uncertain.
NIV2011,39,2,16,"Or <em>“I hate divorce,” says the LORD, the God of Israel, “because the man who divorces his wife covers his garment with violence,”</em>"
NIV2011,39,4,1,In Hebrew texts 4:1-6 is numbered 3:19-24.
NIV2011,40,1,1,Or <em>is an account of the origin</em>
NIV2011,40,1,1,Or <em>Jesus Christ</em>. <em>Messiah </em>(Hebrew) and <em>Christ </em>(Greek) both mean <em>Anointed One</em>; also in verse 18.
NIV2011,40,1,11,"That is, Jehoiachin; also in verse 12"
NIV2011,40,1,18,Or <em>The origin of Jesus the Messiah was like this</em>
NIV2011,40,1,19,Or <em>was a righteous man and</em>
NIV2011,40,1,21,"<em>Jesus </em>is the Greek form of <em>Joshua, </em>which means <em>the LORD saves.</em>"
NIV2011,40,1,23,<a href='/NIV2011/23/7/14'>Isaiah 7:14</a>
NIV2011,40,2,1,Traditionally <em>wise men</em>
NIV2011,40,2,6,"<a href='/NIV2011/33/5/2'>Micah 5:2</a>,<a href='/NIV2011/33/5/4'>4</a>"
NIV2011,40,2,15,<a href='/NIV2011/28/11/1'>Hosea 11:1</a>
NIV2011,40,2,18,<a href='/NIV2011/24/31/15'>Jer. 31:15</a>
NIV2011,40,3,3,<a href='/NIV2011/23/40/3'>Isaiah 40:3</a>
NIV2011,40,3,11,Or <em>in</em>
NIV2011,40,3,11,Or <em>in</em>
NIV2011,40,4,1,The Greek for <em>tempted </em>can also mean <em>tested.</em>
NIV2011,40,4,4,<a href='/NIV2011/5/8/3'>Deut. 8:3</a>
NIV2011,40,4,6,"<a href='/NIV2011/19/91/11'>Psalm 91:11</a>,<a href='/NIV2011/19/91/12'>12</a>"
NIV2011,40,4,7,<a href='/NIV2011/5/6/16'>Deut. 6:16</a>
NIV2011,40,4,10,<a href='/NIV2011/5/6/13'>Deut. 6:13</a>
NIV2011,40,4,16,"<a href='/NIV2011/23/9/1'>Isaiah 9:1</a>,<a href='/NIV2011/23/9/2'>2</a>"
NIV2011,40,4,25,"That is, the Ten Cities"
NIV2011,40,5,21,<a href='/NIV2011/2/20/13'>Exodus 20:13</a>
NIV2011,40,5,22,"The Greek word for <em>brother or sister </em>(adelphos) refers here to a fellow disciple, whether man or woman; also in verse 23."
NIV2011,40,5,22,Some manuscripts <em>brother or sister without cause</em>
NIV2011,40,5,22,An Aramaic term of contempt
NIV2011,40,5,27,<a href='/NIV2011/2/20/14'>Exodus 20:14</a>
NIV2011,40,5,31,<a href='/NIV2011/5/24/1'>Deut. 24:1</a>
NIV2011,40,5,37,Or <em>from evil</em>
NIV2011,40,5,38,<a href='/NIV2011/2/21/24'>Exodus 21:24</a>; <a href='/NIV2011/3/24/20'>Lev. 24:20</a>; <a href='/NIV2011/5/19/21'>Deut. 19:21</a>
NIV2011,40,5,43,<a href='/NIV2011/3/19/18'>Lev. 19:18</a>
NIV2011,40,6,13,The Greek for <em>temptation </em>can also mean <em>testing.</em>
NIV2011,40,6,13,"Or <em>from evil</em>; some late manuscripts <em>one, / for yours is the kingdom and the power and the glory forever. Amen.</em>"
NIV2011,40,6,22,The Greek for <em>healthy </em>here implies generous.
NIV2011,40,6,23,The Greek for <em>unhealthy </em>here implies stingy.
NIV2011,40,6,27,Or <em>single cubit to your height</em>
NIV2011,40,8,2,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,40,8,17,<a href='/NIV2011/23/53/4'>Isaiah 53:4</a> (see Septuagint)
NIV2011,40,8,28,Some manuscripts <em>Gergesenes</em>; other manuscripts <em>Gerasenes</em>
NIV2011,40,9,13,<a href='/NIV2011/28/6/6'>Hosea 6:6</a>
NIV2011,40,10,8,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,40,10,29,Or <em>will</em>; or <em>knowledge</em>
NIV2011,40,10,36,<a href='/NIV2011/33/7/6'>Micah 7:6</a>
NIV2011,40,11,1,Greek <em>in their towns</em>
NIV2011,40,11,5,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,40,11,10,<a href='/NIV2011/39/3/1'>Mal. 3:1</a>
NIV2011,40,11,12,Or <em>been forcefully advancing</em>
NIV2011,40,11,23,"That is, the realm of the dead"
NIV2011,40,12,7,<a href='/NIV2011/28/6/6'>Hosea 6:6</a>
NIV2011,40,12,21,<a href='/NIV2011/23/42/1-4'>Isaiah 42:1-4</a>
NIV2011,40,13,15,"<a href='/NIV2011/23/6/9'>Isaiah 6:9</a>,<a href='/NIV2011/23/6/10'>10</a> (see Septuagint)"
NIV2011,40,13,33,Or about 27 kilograms
NIV2011,40,13,35,<a href='/NIV2011/19/78/2'>Psalm 78:2</a>
NIV2011,40,15,4,<a href='/NIV2011/2/20/12'>Exodus 20:12</a>; <a href='/NIV2011/5/5/16'>Deut. 5:16</a>
NIV2011,40,15,4,<a href='/NIV2011/2/21/17'>Exodus 21:17</a>; <a href='/NIV2011/3/20/9'>Lev. 20:9</a>
NIV2011,40,15,9,<a href='/NIV2011/23/29/13'>Isaiah 29:13</a>
NIV2011,40,15,14,Some manuscripts <em>blind guides of the blind</em>
NIV2011,40,16,2,Some early manuscripts do not have <em>When evening comes… of the times.</em>
NIV2011,40,16,18,The Greek word for <em>Peter </em>means <em>rock</em><em>.</em>
NIV2011,40,16,18,"That is, the realm of the dead"
NIV2011,40,16,19,Or <em>will have been</em>
NIV2011,40,16,19,Or <em>will have been</em>
NIV2011,40,16,25,The Greek word means either <em>life </em>or <em>soul</em>; also in verse 26.
NIV2011,40,17,21,Some manuscripts include here words similar to <a href='/NIV2011/41/9/29'>Mark 9:29</a>.
NIV2011,40,18,11,Some manuscripts include here the words of <a href='/NIV2011/42/19/10'>Luke 19:10</a>.
NIV2011,40,18,15,"The Greek word for <em>brother or sister </em>(adelphos) refers here to a fellow disciple, whether man or woman; also in verses 21 and 35."
NIV2011,40,18,15,Some manuscripts <em>sins against you</em>
NIV2011,40,18,16,<a href='/NIV2011/5/19/15'>Deut. 19:15</a>
NIV2011,40,18,18,Or <em>will have been</em>
NIV2011,40,18,18,Or <em>will have been</em>
NIV2011,40,18,22,Or <em>seventy times seven</em>
NIV2011,40,18,24,Greek <em>ten thousand talents</em>; a talent was worth about 20 years of a day laborer’s wages.
NIV2011,40,18,28,Greek <em>a hundred denarii</em>; a denarius was the usual daily wage of a day laborer (see 20:2).
NIV2011,40,19,4,<a href='/NIV2011/1/1/27'>Gen. 1:27</a>
NIV2011,40,19,5,<a href='/NIV2011/1/2/24'>Gen. 2:24</a>
NIV2011,40,19,19,<a href='/NIV2011/2/20/12-16'>Exodus 20:12-16</a>; <a href='/NIV2011/5/5/16-20'>Deut. 5:16-20</a>
NIV2011,40,19,19,<a href='/NIV2011/3/19/18'>Lev. 19:18</a>
NIV2011,40,19,29,Some manuscripts do not have <em>or wife.</em>
NIV2011,40,20,2,A denarius was the usual daily wage of a day laborer.
NIV2011,40,21,5,<a href='/NIV2011/38/9/9'>Zech. 9:9</a>
NIV2011,40,21,9,A Hebrew expression meaning “Save!” which became an exclamation of praise; also in verse 15
NIV2011,40,21,9,"<a href='/NIV2011/19/118/25'>Psalm 118:25</a>,<a href='/NIV2011/19/118/26'>26</a>"
NIV2011,40,21,9,A Hebrew expression meaning “Save!” which became an exclamation of praise; also in verse 15
NIV2011,40,21,13,<a href='/NIV2011/23/56/7'>Isaiah 56:7</a>
NIV2011,40,21,13,<a href='/NIV2011/24/7/11'>Jer. 7:11</a>
NIV2011,40,21,16,<a href='/NIV2011/19/8/2'>Psalm 8:2</a> (see Septuagint)
NIV2011,40,21,42,"<a href='/NIV2011/19/118/22'>Psalm 118:22</a>,<a href='/NIV2011/19/118/23'>23</a>"
NIV2011,40,21,44,Some manuscripts do not have verse <a href='/NIV2011/40/21/44'>44</a>.
NIV2011,40,22,17,"A special tax levied on subject peoples, not on Roman citizens"
NIV2011,40,22,32,<a href='/NIV2011/2/3/6'>Exodus 3:6</a>
NIV2011,40,22,37,<a href='/NIV2011/5/6/5'>Deut. 6:5</a>
NIV2011,40,22,39,<a href='/NIV2011/3/19/18'>Lev. 19:18</a>
NIV2011,40,22,44,<a href='/NIV2011/19/110/1'>Psalm 110:1</a>
NIV2011,40,23,5,"That is, boxes containing Scripture verses, worn on forehead and arm"
NIV2011,40,23,14,Some manuscripts include here words similar to <a href='/NIV2011/41/12/40'>Mark 12:40</a> and <a href='/NIV2011/42/20/47'>Luke 20:47</a>.
NIV2011,40,23,39,<a href='/NIV2011/19/118/26'>Psalm 118:26</a>
NIV2011,40,24,15,<a href='/NIV2011/27/9/27'>Daniel 9:27</a>; <a href='/NIV2011/27/11/31'>11:31</a>; <a href='/NIV2011/27/12/11'>12:11</a>
NIV2011,40,24,29,<a href='/NIV2011/23/13/10'>Isaiah 13:10</a>; <a href='/NIV2011/23/34/4'>34:4</a>
NIV2011,40,24,30,Or <em>the tribes of the land</em>
NIV2011,40,24,30,See <a href='/NIV2011/27/7/13-14'>Daniel 7:13-14</a>.
NIV2011,40,24,33,Or <em>he</em>
NIV2011,40,24,36,Some manuscripts do not have <em>nor the Son.</em>
NIV2011,40,25,15,Greek <em>five talents… two talents… one talent</em>; also throughout this parable; a talent was worth about 20 years of a day laborer’s wage.
NIV2011,40,26,11,See <a href='/NIV2011/5/15/11'>Deut. 15:11</a>.
NIV2011,40,26,28,Some manuscripts <em>the new</em>
NIV2011,40,26,31,<a href='/NIV2011/38/13/7'>Zech. 13:7</a>
NIV2011,40,26,50,"Or <em>“Why have you come, friend?”</em>"
NIV2011,40,26,64,See <a href='/NIV2011/19/110/1'>Psalm 110:1</a>; <a href='/NIV2011/27/7/13'>Daniel 7:13</a>.
NIV2011,40,27,10,"See <a href='/NIV2011/38/11/12'>Zech. 11:12</a>,<a href='/NIV2011/38/11/13'>13</a>; <a href='/NIV2011/24/19/1-13'>Jer. 19:1-13</a>; <a href='/NIV2011/24/32/6-9'>32:6-9</a>."
NIV2011,40,27,16,Many manuscripts do not have <em>Jesus</em>; also in verse 17.
NIV2011,40,27,46,"Some manuscripts <em>Eloi, Eloi</em>"
NIV2011,40,27,46,<a href='/NIV2011/19/22/1'>Psalm 22:1</a>
NIV2011,40,27,53,"Or <em>tombs, and after Jesus’ resurrection they</em>"
NIV2011,40,27,56,"Greek <em>Joses</em>, a variant of <em>Joseph</em>"
NIV2011,41,1,1,Or <em>Jesus Christ. </em><em>Messiah </em>(Hebrew) and <em>Christ </em>(Greek) both mean <em>Anointed One.</em>
NIV2011,41,1,1,Some manuscripts do not have <em>the Son of God.</em>
NIV2011,41,1,2,<a href='/NIV2011/39/3/1'>Mal. 3:1</a>
NIV2011,41,1,3,<a href='/NIV2011/23/40/3'>Isaiah 40:3</a>
NIV2011,41,1,8,Or <em>in</em>
NIV2011,41,1,8,Or <em>in</em>
NIV2011,41,1,13,The Greek for <em>tempted </em>can also mean <em>tested.</em>
NIV2011,41,1,40,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,41,1,41,Many manuscripts <em>Jesus was filled with compassion</em>
NIV2011,41,3,14,Some manuscripts <em>twelve—designating them apostles—</em>
NIV2011,41,3,21,Or <em>his associates</em>
NIV2011,41,4,12,"<a href='/NIV2011/23/6/9'>Isaiah 6:9</a>,<a href='/NIV2011/23/6/10'>10</a>"
NIV2011,41,5,1,Some manuscripts <em>Gadarenes</em>; other manuscripts <em>Gergesenes</em>
NIV2011,41,5,20,"That is, the Ten Cities"
NIV2011,41,5,36,Or <em>Ignoring</em>
NIV2011,41,6,3,"Greek <em>Joses</em>, a variant of <em>Joseph</em>"
NIV2011,41,6,14,Some early manuscripts <em>He was saying</em>
NIV2011,41,6,20,Some early manuscripts <em>he did many things</em>
NIV2011,41,6,22,Some early manuscripts <em>When his daughter</em>
NIV2011,41,6,37,Greek <em>take two hundred denarii</em>
NIV2011,41,7,4,"Some early manuscripts <em>pitchers, kettles and dining couches</em>"
NIV2011,41,7,7,<a href='/NIV2011/23/29/13'>Isaiah 29:13</a>
NIV2011,41,7,9,Some manuscripts <em>set up</em>
NIV2011,41,7,10,<a href='/NIV2011/2/20/12'>Exodus 20:12</a>; <a href='/NIV2011/5/5/16'>Deut. 5:16</a>
NIV2011,41,7,10,<a href='/NIV2011/2/21/17'>Exodus 21:17</a>; <a href='/NIV2011/3/20/9'>Lev. 20:9</a>
NIV2011,41,7,16,Some manuscripts include here the words of <a href='/NIV2011/41/4/23'>4:23</a>.
NIV2011,41,7,24,Many early manuscripts <em>Tyre and Sidon</em>
NIV2011,41,7,31,"That is, the Ten Cities"
NIV2011,41,8,26,Some manuscripts <em>go and tell anyone in</em>
NIV2011,41,8,35,The Greek word means either <em>life </em>or <em>soul</em>; also in verses 36 and 37.
NIV2011,41,9,29,Some manuscripts <em>prayer and fasting</em>
NIV2011,41,9,44,Some manuscripts include here the words of verse 48.
NIV2011,41,9,46,Some manuscripts include here the words of verse 48.
NIV2011,41,9,48,<a href='/NIV2011/23/66/24'>Isaiah 66:24</a>
NIV2011,41,10,6,<a href='/NIV2011/1/1/27'>Gen. 1:27</a>
NIV2011,41,10,7,Some early manuscripts do not have <em>and be united to his wife.</em>
NIV2011,41,10,8,<a href='/NIV2011/1/2/24'>Gen. 2:24</a>
NIV2011,41,10,19,<a href='/NIV2011/2/20/12-16'>Exodus 20:12-16</a>; <a href='/NIV2011/5/5/16-20'>Deut. 5:16-20</a>
NIV2011,41,10,24,Some manuscripts <em>is for those who trust in riches</em>
NIV2011,41,11,9,A Hebrew expression meaning “Save!” which became an exclamation of praise; also in verse 10
NIV2011,41,11,9,"<a href='/NIV2011/19/118/25'>Psalm 118:25</a>,<a href='/NIV2011/19/118/26'>26</a>"
NIV2011,41,11,17,<a href='/NIV2011/23/56/7'>Isaiah 56:7</a>
NIV2011,41,11,17,<a href='/NIV2011/24/7/11'>Jer. 7:11</a>
NIV2011,41,11,19,"Some early manuscripts <em>came, Jesus</em>"
NIV2011,41,11,22,"Some early manuscripts <em>“If you have faith in God,” Jesus answered, </em>23 <em>“truly</em>"
NIV2011,41,11,26,Some manuscripts include here words similar to <a href='/NIV2011/40/6/15'>Matt. 6:15</a>.
NIV2011,41,12,11,"<a href='/NIV2011/19/118/22'>Psalm 118:22</a>,<a href='/NIV2011/19/118/23'>23</a>"
NIV2011,41,12,14,"A special tax levied on subject peoples, not on Roman citizens"
NIV2011,41,12,23,"Some manuscripts <em>resurrection, when people rise from the dead,</em>"
NIV2011,41,12,26,<a href='/NIV2011/2/3/6'>Exodus 3:6</a>
NIV2011,41,12,29,Or <em>The Lord our God is one Lord</em>
NIV2011,41,12,30,"<a href='/NIV2011/5/6/4'>Deut. 6:4</a>,<a href='/NIV2011/5/6/5'>5</a>"
NIV2011,41,12,31,<a href='/NIV2011/3/19/18'>Lev. 19:18</a>
NIV2011,41,12,36,<a href='/NIV2011/19/110/1'>Psalm 110:1</a>
NIV2011,41,13,14,<a href='/NIV2011/27/9/27'>Daniel 9:27</a>; <a href='/NIV2011/27/11/31'>11:31</a>; <a href='/NIV2011/27/12/11'>12:11</a>
NIV2011,41,13,14,Or <em>he</em>
NIV2011,41,13,25,<a href='/NIV2011/23/13/10'>Isaiah 13:10</a>; <a href='/NIV2011/23/34/4'>34:4</a>
NIV2011,41,13,29,Or <em>he</em>
NIV2011,41,13,33,Some manuscripts <em>alert and pray</em>
NIV2011,41,14,5,Greek <em>than three hundred denarii</em>
NIV2011,41,14,7,See <a href='/NIV2011/5/15/11'>Deut. 15:11</a>.
NIV2011,41,14,24,Some manuscripts <em>the new</em>
NIV2011,41,14,27,<a href='/NIV2011/38/13/7'>Zech. 13:7</a>
NIV2011,41,14,30,Some early manuscripts do not have <em>twice.</em>
NIV2011,41,14,36,Aramaic for <em>father</em>
NIV2011,41,14,68,Some early manuscripts <em>entryway and the rooster crowed</em>
NIV2011,41,14,72,Some early manuscripts do not have <em>the second time.</em>
NIV2011,41,14,72,Some early manuscripts do not have <em>twice.</em>
NIV2011,41,15,28,Some manuscripts include here words similar to <a href='/NIV2011/42/22/37'>Luke 22:37</a>.
NIV2011,41,15,34,<a href='/NIV2011/19/22/1'>Psalm 22:1</a>
NIV2011,41,15,39,Some manuscripts <em>saw that he died with such a cry</em>
NIV2011,41,15,40,"Greek <em>Joses, </em>a variant of <em>Joseph</em><em>; </em>also in verse 47"
NIV2011,41,16,8,"Some manuscripts have the following ending between verses <a href='/NIV2011/41/16/8'>8</a> and <a href='/NIV2011/41/16/9'>9</a>, and one manuscript has it after verse <a href='/NIV2011/41/16/8'>8</a> (omitting verses <a href='/NIV2011/41/16/9-20'>9-20</a>): <em>Then they quickly reported all these instructions to those around Peter. After this, Jesus himself also sent out through them from east to west the sacred and imperishable proclamation of eternal salvation. Amen.</em>"
NIV2011,42,1,1,Or <em>been surely believed</em>
NIV2011,42,1,35,"Or <em>So the child to be born will be called holy,</em>"
NIV2011,42,1,69,<em>Horn </em>here symbolizes a strong king.
NIV2011,42,1,80,Or <em>in the Spirit</em>
NIV2011,42,2,2,Or <em>This census took place before</em>
NIV2011,42,2,23,"<a href='/NIV2011/2/13/2'>Exodus 13:2</a>,<a href='/NIV2011/2/13/12'>12</a>"
NIV2011,42,2,24,<a href='/NIV2011/3/12/8'>Lev. 12:8</a>
NIV2011,42,2,29,"Or <em>promised, / now dismiss</em>"
NIV2011,42,2,37,Or <em>then had been a widow for eighty-four years.</em>
NIV2011,42,2,49,Or <em>be about my Father’s business</em>
NIV2011,42,3,6,<a href='/NIV2011/23/40/3-5'>Isaiah 40:3-5</a>
NIV2011,42,3,16,Or <em>in</em>
NIV2011,42,3,16,Or <em>in</em>
NIV2011,42,3,32,Some early manuscripts <em>Sala</em>
NIV2011,42,3,33,"Some manuscripts <em>Amminadab, the son of Admin, the son of Arni</em>; other manuscripts vary widely."
NIV2011,42,4,2,The Greek for <em>tempted </em>can also mean <em>tested.</em>
NIV2011,42,4,4,<a href='/NIV2011/5/8/3'>Deut. 8:3</a>
NIV2011,42,4,8,<a href='/NIV2011/5/6/13'>Deut. 6:13</a>
NIV2011,42,4,11,"<a href='/NIV2011/19/91/11'>Psalm 91:11</a>,<a href='/NIV2011/19/91/12'>12</a>"
NIV2011,42,4,12,<a href='/NIV2011/5/6/16'>Deut. 6:16</a>
NIV2011,42,4,19,"<a href='/NIV2011/23/61/1'>Isaiah 61:1</a>,<a href='/NIV2011/23/61/2'>2</a> (see Septuagint); <a href='/NIV2011/23/58/6'>Isaiah 58:6</a>"
NIV2011,42,4,27,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,42,5,1,"That is, the Sea of Galilee"
NIV2011,42,5,12,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,42,7,22,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,42,7,27,<a href='/NIV2011/39/3/1'>Mal. 3:1</a>
NIV2011,42,7,41,A denarius was the usual daily wage of a day laborer (see <a href='/NIV2011/40/20/2'>Matt. 20:2</a>).
NIV2011,42,8,10,<a href='/NIV2011/23/6/9'>Isaiah 6:9</a>
NIV2011,42,8,26,Some manuscripts <em>Gadarenes</em>; other manuscripts <em>Gergesenes</em>; also in verse 37
NIV2011,42,8,43,"Many manuscripts <em>years, and she had spent all she had on doctors</em>"
NIV2011,42,9,31,Greek <em>exodos</em>
NIV2011,42,9,54,"Some manuscripts <em>them, just as Elijah did</em>"
NIV2011,42,10,1,Some manuscripts <em>seventy</em>; also in verse 17
NIV2011,42,10,15,"That is, the realm of the dead"
NIV2011,42,10,27,<a href='/NIV2011/5/6/5'>Deut. 6:5</a>
NIV2011,42,10,27,<a href='/NIV2011/3/19/18'>Lev. 19:18</a>
NIV2011,42,10,35,A denarius was the usual daily wage of a day laborer (see <a href='/NIV2011/40/20/2'>Matt. 20:2</a>).
NIV2011,42,10,42,Some manuscripts <em>but only one thing is needed</em>
NIV2011,42,11,2,Some manuscripts <em>Our Father in heaven</em>
NIV2011,42,11,2,Some manuscripts <em>come. May your will be done on earth as it is in heaven.</em>
NIV2011,42,11,4,Greek <em>everyone who is indebted to us</em>
NIV2011,42,11,4,"Some manuscripts <em>temptation, but deliver us from the evil one</em>"
NIV2011,42,11,8,Or <em>yet to preserve his good name</em>
NIV2011,42,11,11,"Some manuscripts <em>for bread, will give him a stone? Or if he asks for</em>"
NIV2011,42,11,34,The Greek for <em>healthy </em>here implies generous.
NIV2011,42,11,34,The Greek for <em>unhealthy </em>here implies stingy.
NIV2011,42,12,1,"Or <em>speak to his disciples, saying: “First of all, be</em>"
NIV2011,42,12,25,Or <em>single cubit to your height</em>
NIV2011,42,13,21,Or about 27 kilograms
NIV2011,42,13,35,<a href='/NIV2011/19/118/26'>Psalm 118:26</a>
NIV2011,42,14,5,Some manuscripts <em>donkey</em>
NIV2011,42,15,8,"Greek <em>ten drachmas, </em>each worth about a day’s wages"
NIV2011,42,16,6,"Or about 3,000 liters"
NIV2011,42,16,7,Or about 30 tons
NIV2011,42,17,3,"The Greek word for <em>brother or sister </em>(adelphos) refers here to a fellow disciple, whether man or woman."
NIV2011,42,17,12,The Greek word traditionally translated <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,42,17,21,Or <em>is within you</em>
NIV2011,42,17,24,Some manuscripts do not have <em>in his day.</em>
NIV2011,42,17,36,Some manuscripts include here words similar to <a href='/NIV2011/40/24/40'>Matt. 24:40</a>.
NIV2011,42,18,20,<a href='/NIV2011/2/20/12-16'>Exodus 20:12-16</a>; <a href='/NIV2011/5/5/16-20'>Deut. 5:16-20</a>
NIV2011,42,19,13,A mina was about three months’ wages.
NIV2011,42,19,38,<a href='/NIV2011/19/118/26'>Psalm 118:26</a>
NIV2011,42,19,46,<a href='/NIV2011/23/56/7'>Isaiah 56:7</a>
NIV2011,42,19,46,<a href='/NIV2011/24/7/11'>Jer. 7:11</a>
NIV2011,42,20,17,<a href='/NIV2011/19/118/22'>Psalm 118:22</a>
NIV2011,42,20,37,<a href='/NIV2011/2/3/6'>Exodus 3:6</a>
NIV2011,42,20,43,<a href='/NIV2011/19/110/1'>Psalm 110:1</a>
NIV2011,42,22,19,Some manuscripts do not have <em>given for you… poured out for you.</em>
NIV2011,42,22,37,<a href='/NIV2011/23/53/12'>Isaiah 53:12</a>
NIV2011,42,22,43,Many early manuscripts do not have verses <a href='/NIV2011/42/22/43'>43</a> and <a href='/NIV2011/42/22/44'>44</a>.
NIV2011,42,23,17,Some manuscripts include here words similar to <a href='/NIV2011/40/27/15'>Matt. 27:15</a> and <a href='/NIV2011/41/15/6'>Mark 15:6</a>.
NIV2011,42,23,30,<a href='/NIV2011/28/10/8'>Hosea 10:8</a>
NIV2011,42,23,34,Some early manuscripts do not have this sentence.
NIV2011,42,23,42,Some manuscripts <em>come with your kingly power</em>
NIV2011,42,23,46,<a href='/NIV2011/19/31/5'>Psalm 31:5</a>
NIV2011,42,24,13,Or about 11 kilometers
NIV2011,43,1,5,Or <em>understood</em>
NIV2011,43,1,18,"Some manuscripts <em>but the only Son, who</em>"
NIV2011,43,1,19,"The Greek term traditionally translated <em>the Jews </em>(hoi Ioudaioi) refers here and elsewhere in John’s Gospel to those Jewish leaders who opposed Jesus; also in 5:10, 15,16; 7:1,11,13; 9:22; 18:14,28,36; 19:7,12,31,38; 20:19."
NIV2011,43,1,23,<a href='/NIV2011/23/40/3'>Isaiah 40:3</a>
NIV2011,43,1,26,Or <em>in</em>; also in verses 31 and 33 (twice)
NIV2011,43,1,34,See <a href='/NIV2011/23/42/1'>Isaiah 42:1</a>; many manuscripts <em>is the Son of God.</em>
NIV2011,43,1,42,<em>Cephas </em>(Aramaic) and <em>Peter </em>(Greek) both mean <em>rock.</em>
NIV2011,43,1,50,Or <em>Do you believe…?</em>
NIV2011,43,1,51,The Greek is plural.
NIV2011,43,1,51,The Greek is plural.
NIV2011,43,1,51,<a href='/NIV2011/1/28/12'>Gen. 28:12</a>
NIV2011,43,2,4,The Greek for <em>Woman </em>does not denote any disrespect.
NIV2011,43,2,6,Or from about 75 to about 115 liters
NIV2011,43,2,17,<a href='/NIV2011/19/69/9'>Psalm 69:9</a>
NIV2011,43,2,23,Or <em>in him</em>
NIV2011,43,3,3,The Greek for <em>again </em>also means <em>from above</em>; also in verse 7.
NIV2011,43,3,6,Or <em>but spirit</em>
NIV2011,43,3,7,The Greek is plural.
NIV2011,43,3,8,The Greek for <em>Spirit </em>is the same as that for <em>wind.</em>
NIV2011,43,3,13,"Some manuscripts <em>Man, who is in heaven</em>"
NIV2011,43,3,14,The Greek for <em>lifted up </em>also means <em>exalted.</em>
NIV2011,43,3,15,Some interpreters end the quotation with verse 21.
NIV2011,43,3,30,Some interpreters end the quotation with verse 36.
NIV2011,43,3,34,Greek <em>he</em>
NIV2011,43,4,9,Or <em>do not use dishes Samaritans have used</em>
NIV2011,43,5,2,Some manuscripts <em>Bethzatha</em>; other manuscripts <em>Bethsaida</em>
NIV2011,43,5,3,"Some manuscripts include here, wholly or in part, <em>paralyzed—and they waited for the moving of the waters. </em>4 <em>From time to time an angel of the Lord would come down and stir up the waters. The first one into the pool after each such disturbance would be cured of whatever disease they had.</em>"
NIV2011,43,5,39,Or 39 <em>Study</em>
NIV2011,43,5,44,Some early manuscripts <em>the Only One</em>
NIV2011,43,6,7,Greek <em>take two hundred denarii</em>
NIV2011,43,6,19,Or about 5 or 6 kilometers
NIV2011,43,6,31,"<a href='/NIV2011/2/16/4'>Exodus 16:4</a>; <a href='/NIV2011/16/9/15'>Neh. 9:15</a>; <a href='/NIV2011/19/78/24'>Psalm 78:24</a>,<a href='/NIV2011/19/78/25'>25</a>"
NIV2011,43,6,45,<a href='/NIV2011/23/54/13'>Isaiah 54:13</a>
NIV2011,43,6,63,Or <em>are Spirit</em>; or <em>are spirit</em>
NIV2011,43,7,1,Some manuscripts <em>not have authority</em>
NIV2011,43,7,8,Some manuscripts <em>not yet</em>
NIV2011,43,7,37,"Or <em>me. And let anyone drink </em>38 <em>who believes in me.” As Scripture has said, “Out of him </em>(or <em>them</em>) <em>will flow rivers of living water.”</em>"
NIV2011,43,8,28,The Greek for <em>lifted up </em>also means <em>exalted.</em>
NIV2011,43,8,38,Or <em>presence. Therefore do what you have heard from the Father.</em>
NIV2011,43,8,39,"Some early manuscripts <em>“If you are Abraham’s children,” said Jesus, “then</em>"
NIV2011,43,9,38,"Some early manuscripts do not have <em>Then the man said… </em>39 <em>Jesus said,</em>"
NIV2011,43,10,9,Or <em>kept safe</em>
NIV2011,43,10,22,"That is, Hanukkah"
NIV2011,43,10,29,Many early manuscripts <em>What my Father has given me is greater than all</em>
NIV2011,43,10,34,<a href='/NIV2011/19/82/6'>Psalm 82:6</a>
NIV2011,43,11,16,<em>Thomas </em>(Aramaic) and <em>Didymus </em>(Greek) both mean <em>twin.</em>
